16,20,16,
24,24,24,
24,24,24,
24,28,24,
24,28,24,
24,28,24,
24,28,24,
32,32,32,
32,32,24,
32,32,24,
32,32,32,
32,32,32,
32,32,32,
32,32,32,
32,32,32,
32,36,24,
32,36,24,
32,36,32,
32,36,32,
32,36,32,
32,36,32,
32,36,32,
32,36,32,
32,36,32,
32,36,32,
32,36,32,
32,36,32,
32,36,32,
40,36,32,
40,36,32,
40,40,32,
40,40,32,
40,40,32,
40,40,32,
40,40,32,
40,44,40,
40,44,40,
40,44,40,
48,40,40,
48,40,40,
48,48,40,
48,48,40,
48,48,40,
48,48,40,
48,48,40,
48,48,48,
48,48,48,
48,48,48,
48,48,48,
48,52,40,
48,52,40,
48,52,48,
48,52,48,
48,52,48,
48,52,48,
48,52,48,
48,52,48,
48,52,48,
48,52,48,
48,52,48,
56,52,48,
48,52,48,
48,52,48,
48,52,48,
48,52,48,
48,48,48,
48,48,48,
48,52,48,
48,48,48,
48,48,48,
56,52,40,
56,52,40,
56,52,40,
56,52,40,
56,52,48,
48,52,48,
48,52,48,
48,52,48,
48,52,48,
56,52,56,
56,52,56,
56,52,56,
56,52,56,
56,56,48,
56,56,48,
56,56,48,
56,52,48,
56,52,48,
56,52,48,
56,52,48,
56,52,48,
56,52,48,
56,52,48,
56,56,48,
56,56,48,
56,56,48,
56,56,48,
56,56,56,
56,56,56,
56,56,56,
64,60,56,
64,60,56,
64,64,56,
64,64,56,
64,64,56,
64,64,56,
64,64,56,
64,64,56,
64,64,56,
64,68,64,
64,68,64,
64,68,64,
64,68,64,
64,64,64,
56,56,56,
56,56,56,
40,44,40,
40,44,40,
32,36,32,
32,36,32,
24,24,24,
24,28,24,
24,28,24,
24,28,24,
24,28,24,
32,32,32,
32,32,32,
32,32,24,
32,32,32,
32,32,32,
32,32,32,
32,32,32,
32,32,32,
32,32,32,
32,36,24,
32,36,32,
32,36,32,
32,36,32,
32,36,32,
32,36,32,
32,36,32,
32,36,32,
32,36,32,
32,36,32,
32,36,32,
32,36,32,
40,36,32,
40,36,32,
40,40,32,
40,40,32,
40,40,32,
40,40,32,
40,40,32,
40,44,40,
40,44,40,
40,44,40,
40,44,40,
48,40,40,
48,48,40,
48,48,40,
48,48,40,
48,48,40,
48,48,40,
48,48,40,
48,48,48,
48,48,48,
48,48,48,
48,52,40,
48,52,40,
48,52,48,
48,52,48,
48,52,48,
48,52,48,
48,52,48,
48,52,48,
48,52,48,
48,52,48,
48,52,48,
56,52,48,
56,52,48,
48,52,48,
48,52,48,
48,52,48,
48,48,48,
48,48,48,
48,52,48,
48,52,48,
48,48,48,
56,52,40,
56,52,40,
56,52,40,
56,52,40,
56,52,48,
56,52,48,
48,52,48,
48,52,48,
48,52,48,
56,52,56,
56,52,56,
56,52,56,
56,52,56,
56,56,48,
56,56,48,
56,56,48,
56,52,48,
56,52,48,
56,52,48,
56,52,48,
56,52,48,
56,52,48,
56,52,48,
56,56,48,
56,56,48,
56,56,48,
56,56,48,
56,56,56,
56,56,56,
56,56,56,
64,60,56,
64,60,56,
64,64,56,
64,64,56,
64,64,56,
64,64,56,
64,64,56,
64,64,56,
64,64,56,
64,68,64,
64,68,64,
64,68,64,
64,68,64,
64,64,64,
64,64,64,
56,56,56,
40,44,40,
40,44,40,
32,36,32,
32,36,32,
32,36,32,
32,36,32,
24,24,24,
24,28,24,
24,28,24,
24,28,24,
24,28,24,
32,32,32,
32,32,32,
32,32,24,
32,32,32,
32,32,32,
32,32,32,
32,32,32,
