120,124,128,
104,116,128,
104,116,128,
88,104,112,
88,104,112,
72,88,88,
72,88,88,
64,72,80,
56,60,64,
56,60,64,
48,52,56,
48,52,56,
48,48,48,
48,48,48,
40,44,40,
40,40,32,
40,40,32,
40,40,32,
40,40,32,
32,40,32,
32,36,32,
32,36,32,
32,36,32,
32,36,32,
32,36,32,
32,36,32,
40,36,32,
40,36,32,
40,36,32,
48,40,32,
48,40,32,
48,44,32,
48,44,32,
56,48,40,
56,56,48,
56,56,48,
72,56,48,
72,56,48,
80,64,56,
80,64,56,
88,72,64,
96,80,64,
96,80,64,
104,84,64,
104,84,64,
120,88,72,
120,88,72,
120,96,88,
128,100,96,
128,100,96,
136,112,96,
136,112,96,
136,116,104,
136,116,104,
144,124,112,
152,132,120,
152,132,120,
160,136,128,
160,136,128,
160,140,136,
168,152,136,
168,152,136,
176,156,136,
176,156,136,
176,152,144,
176,152,144,
168,144,136,
168,144,136,
168,144,136,
160,136,128,
160,136,128,
152,132,120,
152,132,120,
152,132,120,
152,128,112,
152,128,112,
144,124,112,
144,124,112,
144,120,112,
144,120,112,
136,116,96,
128,108,96,
128,108,96,
120,104,96,
120,104,96,
104,96,80,
104,96,80,
96,88,80,
88,76,64,
88,76,64,
80,72,72,
80,72,72,
80,72,72,
80,72,72,
80,76,80,
88,88,80,
88,88,80,
104,100,96,
104,100,96,
128,132,128,
168,168,168,
168,168,168,
200,208,216,
200,208,216,
216,220,232,
216,220,232,
216,224,240,
224,228,240,
224,228,240,
224,224,248,
224,224,248,
224,228,240,
224,228,240,
224,228,248,
224,232,248,
224,232,248,
224,236,248,
224,236,248,
224,232,248,
224,232,248,
120,120,128,
96,112,120,
96,112,120,
80,96,104,
80,96,104,
64,84,88,
64,84,88,
56,64,72,
48,56,56,
48,56,56,
40,48,48,
40,48,48,
40,44,40,
40,44,40,
40,40,40,
40,40,32,
40,40,32,
40,40,32,
40,40,32,
32,40,32,
32,36,32,
32,36,32,
32,36,32,
32,36,32,
40,40,32,
40,40,32,
40,40,32,
48,44,40,
48,44,40,
56,48,40,
56,48,40,
64,56,48,
64,56,48,
72,64,56,
72,72,64,
72,72,64,
88,76,64,
88,76,64,
96,84,72,
96,84,72,
112,96,80,
120,100,80,
120,100,80,
128,108,88,
128,108,88,
144,112,96,
144,112,96,
152,120,112,
152,128,120,
152,128,120,
160,140,120,
160,140,120,
168,148,136,
168,148,136,
176,152,144,
184,156,144,
184,156,144,
184,164,152,
184,164,152,
192,168,160,
192,176,160,
192,176,160,
200,180,168,
200,180,168,
200,180,168,
200,180,168,
200,176,168,
200,172,160,
200,172,160,
200,172,160,
200,172,160,
184,168,160,
184,168,160,
184,160,144,
184,156,144,
184,156,144,
176,152,136,
176,152,136,
176,152,144,
176,152,144,
168,148,136,
168,144,128,
168,144,128,
168,148,144,
168,148,144,
168,156,144,
168,156,144,
160,144,136,
128,116,104,
128,116,104,
104,92,96,
104,92,96,
88,84,80,
88,84,80,
80,80,80,
80,80,72,
80,80,72,
88,88,80,
88,88,80,
104,104,104,
128,132,136,
128,132,136,
168,176,184,
168,176,184,
208,220,232,
208,220,232,
216,220,240,
224,228,240,
224,228,240,
224,228,248,
224,228,248,
224,228,240,
224,228,240,
224,232,248,
224,232,248,
224,232,248,
224,236,248,
224,236,248,
232,236,248,
232,236,248,
120,120,128,
96,112,120,
96,112,120,
80,96,104,
80,96,104,
64,84,88,
64,84,88,
56,64,72,
48,56,56,
48,56,56,
40,48,48,
40,48,48,
40,44,40,
40,44,40,
40,40,40,
40,40,32,
40,40,32,
40,40,32,
40,40,32,
32,40,32,
32,36,32,
32,36,32,
32,36,32,
32,36,32,
40,40,32,
40,40,32,
40,40,32,
48,44,40,
48,44,40,
56,48,40,
56,48,40,
64,56,48,
64,56,48,
72,64,56,
72,72,64,
72,72,64,
88,76,64,
88,76,64,
96,84,72,
96,84,72,
112,96,80,
120,100,80,
120,100,80,
128,108,88,
128,108,88,
144,112,96,
144,112,96,
152,120,112,
152,128,120,
152,128,120,
160,140,120,
160,140,120,
168,148,136,
168,148,136,
176,152,144,
184,156,144,
184,156,144,
184,164,152,
184,164,152,
192,168,160,
192,176,160,
192,176,160,
200,180,168,
200,180,168,
200,180,168,
200,180,168,
200,176,168,
200,172,160,
200,172,160,
200,172,160,
200,172,160,
184,168,160,
184,168,160,
184,160,144,
184,156,144,
184,156,144,
176,152,136,
176,152,136,
176,152,144,
176,152,144,
168,148,136,
168,144,128,
168,144,128,
168,148,144,
168,148,144,
